# Program:featureCounts v1.6.3; Command:"featureCounts" "--extraAttributes" "Name" "-t" "gene" "-g" "ID" "-F" "GTF" "-T" "3" "-a" "tmp/reference.gff" "-o" "tmp/counts.txt" "tmp/mapped_reads/SRR10379721_mapped.sam" "tmp/mapped_reads/SRR10379722_mapped.sam" "tmp/mapped_reads/SRR10379723_mapped.sam" "tmp/mapped_reads/SRR10379724_mapped.sam" "tmp/mapped_reads/SRR10379725_mapped.sam" "tmp/mapped_reads/SRR10379726_mapped.sam" 
Geneid	Chr	Start	End	Strand	Length	Name	tmp/mapped_reads/SRR10379721_mapped.sam	tmp/mapped_reads/SRR10379722_mapped.sam	tmp/mapped_reads/SRR10379723_mapped.sam	tmp/mapped_reads/SRR10379724_mapped.sam	tmp/mapped_reads/SRR10379725_mapped.sam	tmp/mapped_reads/SRR10379726_mapped.sam
gene-SAOUHSC_01923	CP000253.1	1830347	1830988	-	642	SAOUHSC_01923	117	71	107	265	259	24
gene-SAOUHSC_01924	CP000253.1	1831102	1831287	-	186	SAOUHSC_01924	47	17	19	21	35	2
gene-SAOUHSC_01925	CP000253.1	1831289	1831465	-	177	SAOUHSC_01925	26	24	28	31	29	35
gene-SAOUHSC_01926	CP000253.1	1831476	1831859	-	384	SAOUHSC_01926	407	335	309	341	785	167
gene-SAOUHSC_01927	CP000253.1	1832051	1832260	-	210	SAOUHSC_01927	166	125	145	176	204	14
gene-SAOUHSC_01928	CP000253.1	1832463	1832606	-	144	SAOUHSC_01928	228	187	141	156	289	7
gene-SAOUHSC_01929	CP000253.1	1833027	1833128	+	102	SAOUHSC_01929	580	415	427	290	240	4
gene-SAOUHSC_01930	CP000253.1	1833476	1833835	-	360	SAOUHSC_01930	410	241	512	454	711	55
gene-SAOUHSC_01931	CP000253.1	1834373	1838485	-	4113	SAOUHSC_01931	797	465	706	1113	1328	222
gene-SAOUHSC_01932	CP000253.1	1839335	1840534	-	1200	SAOUHSC_01932	900	553	580	1315	1687	430
gene-SAOUHSC_01933	CP000253.1	1840527	1842266	-	1740	SAOUHSC_01933	844	571	483	1643	1784	615
gene-SAOUHSC_01934	CP000253.1	1842247	1842381	-	135	SAOUHSC_01934	23	6	13	6	6	3
gene-SAOUHSC_01935	CP000253.1	1842446	1843165	-	720	SAOUHSC_01935	1558	692	667	317	415	113
gene-SAOUHSC_01936	CP000253.1	1843316	1844032	-	717	SAOUHSC_01936	894	489	417	273	348	81
gene-SAOUHSC_01937	CP000253.1	1844134	1844241	+	108	SAOUHSC_01937	8	0	6	3	6	2
gene-SAOUHSC_01938	CP000253.1	1844190	1844909	-	720	SAOUHSC_01938	1134	606	510	302	504	201
gene-SAOUHSC_01939	CP000253.1	1845030	1845749	-	720	SAOUHSC_01939	1277	783	618	406	684	146
gene-SAOUHSC_01941	CP000253.1	1845807	1846529	-	723	SAOUHSC_01941	1192	687	614	446	975	176
gene-SAOUHSC_01942	CP000253.1	1846654	1847361	-	708	SAOUHSC_01942	1261	688	566	455	792	174
gene-SAOUHSC_01943	CP000253.1	1847797	1848015	-	219	SAOUHSC_01943	63	52	56	66	91	8
gene-SAOUHSC_01944	CP000253.1	1848325	1848891	+	567	SAOUHSC_01944	992	549	577	997	743	101
gene-SAOUHSC_01945	CP000253.1	1849365	1850063	-	699	SAOUHSC_01945	682	565	536	1333	2316	216
gene-SAOUHSC_01947	CP000253.1	1850060	1850821	-	762	SAOUHSC_01947	593	562	380	1403	1361	598
gene-SAOUHSC_01948	CP000253.1	1850818	1851510	-	693	SAOUHSC_01948	1196	1330	812	2690	3182	455
gene-SAOUHSC_01949	CP000253.1	1851533	1852906	-	1374	SAOUHSC_01949	1224	980	693	1358	1742	204
gene-SAOUHSC_01950	CP000253.1	1852916	1853434	-	519	SAOUHSC_01950	72	47	51	45	47	6
gene-SAOUHSC_01951	CP000253.1	1853450	1854694	-	1245	SAOUHSC_01951	382	193	235	208	265	25
gene-SAOUHSC_01952	CP000253.1	1854687	1857680	-	2994	SAOUHSC_01952	754	443	522	511	686	39
gene-SAOUHSC_01953	CP000253.1	1857745	1857888	-	144	SAOUHSC_01953	415	265	189	188	170	6
gene-SAOUHSC_01954	CP000253.1	1859010	1859993	-	984	SAOUHSC_01954	637	443	407	305	337	38
gene-SAOUHSC_01955	CP000253.1	1859995	1860900	-	906	SAOUHSC_01955	450	306	301	188	183	15
gene-SAOUHSC_01956	CP000253.1	1861729	1862268	+	540	SAOUHSC_01956	685	544	594	359	300	24
gene-SAOUHSC_01957	CP000253.1	1862281	1863069	+	789	SAOUHSC_01957	1948	1396	1546	2816	4801	471
gene-SAOUHSC_T00050	CP000253.1	1864312	1864400	-	89	SAOUHSC_T00050	157	124	82	231	173	163
gene-SAOUHSC_T00019	CP000253.1	1864455	1864526	-	72	SAOUHSC_T00019	743	584	436	538	184	658
gene-SAOUHSC_T0009	CP000253.1	1864528	1864602	-	75	SAOUHSC_T0009	311	233	196	190	37	151
gene-SAOUHSC_T00022	CP000253.1	1864617	1864690	-	74	SAOUHSC_T00022	440	371	328	294	82	160
gene-SAOUHSC_T00026	CP000253.1	1864706	1864781	-	76	SAOUHSC_T00026	1262	878	895	838	475	648
gene-SAOUHSC_T00042	CP000253.1	1864795	1864867	-	73	SAOUHSC_T00042	1022	822	793	945	755	478
gene-SAOUHSC_T00012	CP000253.1	1864884	1864959	-	76	SAOUHSC_T00012	154	108	84	173	94	151
gene-SAOUHSC_T00038	CP000253.1	1864981	1865054	-	74	SAOUHSC_T00038	311	258	199	498	245	546
gene-SAOUHSC_01958	CP000253.1	1865526	1866080	-	555	SAOUHSC_01958	797	726	564	1510	2122	493
gene-SAOUHSC_01959	CP000253.1	1866174	1866401	+	228	SAOUHSC_01959	1315	895	1054	942	1352	437
gene-SAOUHSC_01960	CP000253.1	1866403	1867803	-	1401	SAOUHSC_01960	5605	5155	4298	5089	6375	1212
gene-SAOUHSC_01961	CP000253.1	1867827	1868750	-	924	SAOUHSC_01961	2744	2669	1987	2983	3817	991
gene-SAOUHSC_01962	CP000253.1	1868808	1869845	-	1038	SAOUHSC_01962	2832	2687	2114	3329	4824	588
gene-SAOUHSC_01963	CP000253.1	1869835	1869945	-	111	SAOUHSC_01963	1	0	3	3	2	3
gene-SAOUHSC_01964	CP000253.1	1870108	1870611	+	504	SAOUHSC_01964	3265	2979	1729	13822	19046	697
gene-SAOUHSC_01966	CP000253.1	1870735	1871958	-	1224	SAOUHSC_01966	2688	1761	1755	5163	6355	791
gene-SAOUHSC_01967	CP000253.1	1871951	1872691	-	741	SAOUHSC_01967	1641	1265	914	4000	4035	460
gene-SAOUHSC_01968	CP000253.1	1872825	1873247	+	423	SAOUHSC_01968	2685	2236	1965	4528	5470	197
gene-SAOUHSC_01969	CP000253.1	1873389	1873754	+	366	SAOUHSC_01969	10031	8680	6137	34288	34069	15918
gene-SAOUHSC_01971	CP000253.1	1874487	1875044	+	558	SAOUHSC_01971	163	124	111	539	471	42
gene-SAOUHSC_01972	CP000253.1	1875249	1876211	+	963	SAOUHSC_01972	53955	39548	50036	10441	15321	1935
gene-SAOUHSC_01973	CP000253.1	1876332	1877273	-	942	SAOUHSC_01973	8675	6110	6203	10943	12769	2101
gene-SAOUHSC_01974	CP000253.1	1877270	1880206	-	2937	SAOUHSC_01974	14439	11022	10948	23460	27670	3630
gene-SAOUHSC_01975	CP000253.1	1880196	1881392	-	1197	SAOUHSC_01975	3283	2748	2374	10818	12728	1092
gene-SAOUHSC_01976	CP000253.1	1881683	1881781	-	99	SAOUHSC_01976	76	61	50	23	26	2
gene-SAOUHSC_01977	CP000253.1	1882164	1882508	-	345	SAOUHSC_01977	8073	6279	4931	10651	11910	846
gene-SAOUHSC_01978	CP000253.1	1882577	1883701	-	1125	SAOUHSC_01978	3656	2469	2621	3369	3639	288
gene-SAOUHSC_01979	CP000253.1	1883880	1884344	-	465	SAOUHSC_01979	1569	1188	1044	1126	1193	85
gene-SAOUHSC_01980	CP000253.1	1884700	1885323	-	624	SAOUHSC_01980	964	745	647	2002	2487	117
gene-SAOUHSC_01981	CP000253.1	1885345	1886457	-	1113	SAOUHSC_01981	2058	1633	1295	3544	3694	303
gene-SAOUHSC_01982	CP000253.1	1886620	1887441	+	822	SAOUHSC_01982	2809	2503	1696	5329	5239	933
gene-SAOUHSC_01983	CP000253.1	1887904	1889289	-	1386	SAOUHSC_01983	3999	3387	2237	9941	10307	2962
gene-SAOUHSC_01984	CP000253.1	1889485	1889880	-	396	SAOUHSC_01984	407	314	335	757	651	46
gene-SAOUHSC_01985	CP000253.1	1889999	1890361	+	363	SAOUHSC_01985	490	393	331	664	780	271
gene-SAOUHSC_01986	CP000253.1	1890657	1890809	-	153	SAOUHSC_01986	6205	4543	3781	10079	8451	1048
gene-SAOUHSC_01987	CP000253.1	1890834	1891433	-	600	SAOUHSC_01987	16800	14709	10525	29435	28345	3784
gene-SAOUHSC_01988	CP000253.1	1891592	1892062	-	471	SAOUHSC_01988	973	832	743	1156	1548	311
gene-SAOUHSC_01989	CP000253.1	1892067	1893209	-	1143	SAOUHSC_01989	2161	1860	1694	2965	3841	739
gene-SAOUHSC_01990	CP000253.1	1893345	1894073	-	729	SAOUHSC_01990	1878	1229	1596	655	1460	360
gene-SAOUHSC_01991	CP000253.1	1894060	1895517	-	1458	SAOUHSC_01991	2117	1492	1841	597	1901	156
gene-SAOUHSC_01992	CP000253.1	1895775	1896836	-	1062	SAOUHSC_01992	2690	2598	2433	3750	3887	665
gene-SAOUHSC_01993	CP000253.1	1897329	1898531	+	1203	SAOUHSC_01993	1551	1335	1352	784	635	36
gene-SAOUHSC_T00031	CP000253.1	1898905	1898988	-	84	SAOUHSC_T00031	2934	1945	1550	4289	3214	6919
gene-SAOUHSC_T00023	CP000253.1	1899205	1899279	-	75	SAOUHSC_T00023	4437	2834	3881	1845	1495	1325
gene-SAOUHSC_T00015	CP000253.1	1899287	1899360	-	74	SAOUHSC_T00015	597	479	377	286	152	125
gene-SAOUHSC_T00016	CP000253.1	1899366	1899437	-	72	SAOUHSC_T00016	1711	1222	1060	967	173	353
gene-SAOUHSC_T00027	CP000253.1	1899449	1899521	-	73	SAOUHSC_T00027	2491	2072	1513	1173	346	986
gene-SAOUHSC_T00056	CP000253.1	1899524	1899597	-	74	SAOUHSC_T00056	1352	1372	849	532	376	500
gene-SAOUHSC_T00057	CP000253.1	1899613	1899693	-	81	SAOUHSC_T00057	2036	1665	1689	1489	2726	1040
gene-SAOUHSC_T00054	CP000253.1	1899699	1899774	-	76	SAOUHSC_T00054	1784	1794	1344	512	629	191
gene-SAOUHSC_T00043	CP000253.1	1899782	1899854	-	73	SAOUHSC_T00043	0	0	0	0	0	0
gene-SAOUHSC_A01909	CP000253.1	1899812	1899976	+	165	SAOUHSC_A01909	0	0	0	0	0	0
gene-SAOUHSC_T00013	CP000253.1	1899873	1899948	-	76	SAOUHSC_T00013	0	0	0	0	0	0
gene-SAOUHSC_T00039	CP000253.1	1899958	1900031	-	74	SAOUHSC_T00039	1637	986	837	519	118	566
gene-SAOUHSC_T00051	CP000253.1	1900046	1900138	-	93	SAOUHSC_T00051	3834	3334	2606	1113	319	496
gene-SAOUHSC_A01910	CP000253.1	1900176	1900424	+	249	SAOUHSC_A01910	0	0	0	0	0	0
gene-SAOUHSC_T00014	CP000253.1	1900177	1900252	-	76	SAOUHSC_T00014	0	0	0	0	0	0
gene-SAOUHSC_T00052	CP000253.1	1900263	1900352	-	90	SAOUHSC_T00052	0	0	0	0	0	0
gene-SAOUHSC_T00040	CP000253.1	1900362	1900435	-	74	SAOUHSC_T00040	0	0	0	0	0	0
gene-SAOUHSC_T00041	CP000253.1	1900461	1900537	-	77	SAOUHSC_T00041	6914	3631	5585	2474	1780	1664
gene-SAOUHSC_T0002	CP000253.1	1900559	1900634	-	76	SAOUHSC_T0002	941	565	615	299	216	192
gene-SAOUHSC_T00045	CP000253.1	1900652	1900725	-	74	SAOUHSC_T00045	777	499	518	445	607	340
gene-SAOUHSC_T0007	CP000253.1	1900735	1900808	-	74	SAOUHSC_T0007	4235	5638	2459	1975	889	1156
gene-SAOUHSC_T00032	CP000253.1	1900827	1900915	-	89	SAOUHSC_T00032	728	676	381	439	104	122
gene-SAOUHSC_T00024	CP000253.1	1900926	1901000	-	75	SAOUHSC_T00024	68	54	69	30	12	9
gene-SAOUHSC_T00033	CP000253.1	1901004	1901085	-	82	SAOUHSC_T00033	3106	2434	1326	1822	61	1203
gene-SAOUHSC_T00036	CP000253.1	1901089	1901164	-	76	SAOUHSC_T00036	968	1181	477	437	176	397
gene-SAOUHSC_T00055	CP000253.1	1901170	1901245	-	76	SAOUHSC_T00055	746	212	369	276	118	181
gene-SAOUHSC_T00060	CP000253.1	1901262	1901337	-	76	SAOUHSC_T00060	12	11	9	4	3	1
gene-SAOUHSC_R00013	CP000253.1	1901349	1901463	-	115	SAOUHSC_R00013	10	4	0	4	0	6
gene-SAOUHSC_R0008	CP000253.1	1901536	1904457	-	2922	SAOUHSC_R0008	1797	2595	762	1290	918	2512
gene-SAOUHSC_T0003	CP000253.1	1904671	1904746	-	76	SAOUHSC_T0003	3914	1420	1863	660	558	513
gene-SAOUHSC_A01912	CP000253.1	1904764	1904943	+	180	SAOUHSC_A01912	0	0	0	0	0	0
gene-SAOUHSC_T00028	CP000253.1	1904765	1904841	-	77	SAOUHSC_T00028	0	0	0	0	0	0
gene-SAOUHSC_R0003	CP000253.1	1904931	1906485	-	1555	SAOUHSC_R0003	400	220	91	490	314	932
gene-SAOUHSC_01997	CP000253.1	1907224	1907670	-	447	SAOUHSC_01997	30780	23309	23116	26328	36274	1880
gene-SAOUHSC_01998	CP000253.1	1907767	1908717	-	951	SAOUHSC_01998	3192	2218	2818	4323	6811	428
gene-SAOUHSC_01999	CP000253.1	1908723	1909178	-	456	SAOUHSC_01999	1409	997	1140	2194	4067	183
gene-SAOUHSC_02000	CP000253.1	1909373	1910548	+	1176	SAOUHSC_02000	7302	5274	7342	3636	4099	1530
gene-SAOUHSC_02001	CP000253.1	1910892	1911935	+	1044	SAOUHSC_02001	11457	8043	11452	6731	9672	951
gene-SAOUHSC_02002	CP000253.1	1912025	1912117	-	93	SAOUHSC_02002	162	115	110	114	112	9
gene-SAOUHSC_02003	CP000253.1	1912126	1913862	-	1737	SAOUHSC_02003	7779	8241	5714	4622	5846	804
gene-SAOUHSC_02004	CP000253.1	1914153	1914695	-	543	SAOUHSC_02004	9130	6769	9319	3455	3833	818
gene-SAOUHSC_02005	CP000253.1	1914997	1916034	-	1038	SAOUHSC_02005	3027	2284	2713	2103	2726	265
gene-SAOUHSC_02006	CP000253.1	1916186	1917163	+	978	SAOUHSC_02006	15074	11388	10834	7332	7279	1465
gene-SAOUHSC_02007	CP000253.1	1917267	1917497	+	231	SAOUHSC_02007	580	249	497	450	542	89
gene-SAOUHSC_02008	CP000253.1	1917424	1918260	-	837	SAOUHSC_02008	1013	506	951	1419	1638	123
gene-SAOUHSC_02009	CP000253.1	1918269	1919786	-	1518	SAOUHSC_02009	2128	1482	1704	4506	5609	701
gene-SAOUHSC_02010	CP000253.1	1919801	1920091	-	291	SAOUHSC_02010	407	280	308	1221	2007	193
gene-SAOUHSC_02011	CP000253.1	1920093	1920911	-	819	SAOUHSC_02011	710	541	518	1560	2754	193
gene-SAOUHSC_02012	CP000253.1	1921172	1921981	-	810	SAOUHSC_02012	19610	17165	18782	7937	11614	825
gene-SAOUHSC_02013	CP000253.1	1922322	1922837	-	516	SAOUHSC_02013	6688	6323	4795	14930	14748	2630
gene-SAOUHSC_02014	CP000253.1	1922968	1923129	-	162	SAOUHSC_02014	584	468	511	769	796	36
gene-SAOUHSC_02015	CP000253.1	1923456	1923557	+	102	SAOUHSC_02015	0	0	0	0	0	0
gene-SAOUHSC_02016	CP000253.1	1923883	1924083	-	201	SAOUHSC_02016	0	0	0	0	0	0
gene-SAOUHSC_02017	CP000253.1	1924070	1924180	-	111	SAOUHSC_02017	0	0	0	0	0	0
gene-SAOUHSC_02018	CP000253.1	1924251	1924403	-	153	SAOUHSC_02018	0	0	0	0	0	0
gene-SAOUHSC_02019	CP000253.1	1924647	1926092	-	1446	SAOUHSC_02019	0	0	0	0	0	0
gene-SAOUHSC_02020	CP000253.1	1926073	1926510	-	438	SAOUHSC_02020	0	0	0	0	0	0
gene-SAOUHSC_02021	CP000253.1	1926566	1926961	-	396	SAOUHSC_02021	0	0	0	0	0	0
gene-SAOUHSC_02022	CP000253.1	1926967	1928139	-	1173	SAOUHSC_02022	0	0	0	0	0	0
gene-SAOUHSC_02023	CP000253.1	1928152	1930050	-	1899	SAOUHSC_02023	0	0	0	0	0	0
gene-SAOUHSC_02025	CP000253.1	1930187	1930486	-	300	SAOUHSC_02025	0	0	0	0	0	0
gene-SAOUHSC_02026	CP000253.1	1930526	1930699	-	174	SAOUHSC_02026	0	0	0	0	0	0
gene-SAOUHSC_02027	CP000253.1	1930703	1931080	-	378	SAOUHSC_02027	0	0	0	0	0	0
gene-SAOUHSC_02028	CP000253.1	1931080	1932903	-	1824	SAOUHSC_02028	0	0	0	0	0	0
gene-SAOUHSC_02029	CP000253.1	1932903	1934813	-	1911	SAOUHSC_02029	0	0	0	0	0	0
gene-SAOUHSC_02030	CP000253.1	1934828	1936729	-	1902	SAOUHSC_02030	0	0	0	0	0	0
gene-SAOUHSC_02031	CP000253.1	1936738	1937685	-	948	SAOUHSC_02031	0	0	0	0	0	0
gene-SAOUHSC_02033	CP000253.1	1937698	1941165	-	3468	SAOUHSC_02033	0	0	0	0	0	0
gene-SAOUHSC_02034	CP000253.1	1941182	1941526	-	345	SAOUHSC_02034	0	0	0	0	0	0
gene-SAOUHSC_02035	CP000253.1	1941556	1941921	-	366	SAOUHSC_02035	0	0	0	0	0	0
gene-SAOUHSC_02036	CP000253.1	1941983	1942564	-	582	SAOUHSC_02036	0	0	0	0	0	0
gene-SAOUHSC_02037	CP000253.1	1942583	1942966	-	384	SAOUHSC_02037	0	0	0	0	0	0
gene-SAOUHSC_02038	CP000253.1	1942978	1943325	-	348	SAOUHSC_02038	0	0	0	0	0	0
gene-SAOUHSC_02040	CP000253.1	1943325	1943627	-	303	SAOUHSC_02040	0	0	0	0	0	0
gene-SAOUHSC_02041	CP000253.1	1943624	1943956	-	333	SAOUHSC_02041	0	0	0	0	0	0
gene-SAOUHSC_02042	CP000253.1	1943965	1944252	-	288	SAOUHSC_02042	0	0	0	0	0	0
gene-SAOUHSC_02043	CP000253.1	1944274	1945248	-	975	SAOUHSC_02043	0	0	0	0	0	0
gene-SAOUHSC_02044	CP000253.1	1945262	1945882	-	621	SAOUHSC_02044	0	0	0	0	0	0
gene-SAOUHSC_02046	CP000253.1	1945991	1946161	-	171	SAOUHSC_02046	0	0	0	0	0	0
gene-SAOUHSC_02047	CP000253.1	1946234	1947229	-	996	SAOUHSC_02047	0	0	0	0	0	0
gene-SAOUHSC_02048	CP000253.1	1947236	1948771	-	1536	SAOUHSC_02048	0	0	0	0	0	0
gene-SAOUHSC_02049	CP000253.1	1948782	1950059	-	1278	SAOUHSC_02049	0	0	0	0	0	0
gene-SAOUHSC_02050	CP000253.1	1950046	1950486	-	441	SAOUHSC_02050	0	0	0	0	0	0
gene-SAOUHSC_02051	CP000253.1	1950673	1951095	-	423	SAOUHSC_02051	0	0	0	0	0	0
gene-SAOUHSC_02052	CP000253.1	1951119	1951265	-	147	SAOUHSC_02052	0	0	0	0	0	0
gene-SAOUHSC_02053	CP000253.1	1951266	1951454	-	189	SAOUHSC_02053	0	0	0	0	0	0
gene-SAOUHSC_02054	CP000253.1	1951442	1951642	-	201	SAOUHSC_02054	0	0	0	0	0	0
gene-SAOUHSC_02055	CP000253.1	1951617	1951805	-	189	SAOUHSC_02055	0	0	0	0	0	0
gene-SAOUHSC_02056	CP000253.1	1951802	1952047	-	246	SAOUHSC_02056	0	0	0	0	0	0
gene-SAOUHSC_02057	CP000253.1	1952084	1952620	-	537	SAOUHSC_02057	0	0	0	0	0	0
gene-SAOUHSC_02058	CP000253.1	1952586	1952828	-	243	SAOUHSC_02058	0	0	0	0	0	0
gene-SAOUHSC_02059	CP000253.1	1952825	1953070	-	246	SAOUHSC_02059	0	0	0	0	0	0
gene-SAOUHSC_02060	CP000253.1	1953085	1953333	-	249	SAOUHSC_02060	0	0	0	0	0	0
gene-SAOUHSC_02061	CP000253.1	1953334	1953693	-	360	SAOUHSC_02061	0	0	0	0	0	0
gene-SAOUHSC_02062	CP000253.1	1953694	1953963	-	270	SAOUHSC_02062	0	0	0	0	0	0
gene-SAOUHSC_02063	CP000253.1	1953964	1954149	-	186	SAOUHSC_02063	0	0	0	0	0	0
gene-SAOUHSC_02064	CP000253.1	1954154	1954558	-	405	SAOUHSC_02064	0	0	0	0	0	0
gene-SAOUHSC_02065	CP000253.1	1954569	1954790	-	222	SAOUHSC_02065	0	0	0	0	0	0
gene-SAOUHSC_02066	CP000253.1	1954794	1955009	-	216	SAOUHSC_02066	0	0	0	0	0	0
gene-SAOUHSC_02067	CP000253.1	1955006	1956247	-	1242	SAOUHSC_02067	0	0	0	0	0	0
gene-SAOUHSC_02068	CP000253.1	1956244	1956600	-	357	SAOUHSC_02068	0	0	0	0	0	0
gene-SAOUHSC_02069	CP000253.1	1956600	1957406	-	807	SAOUHSC_02069	0	0	0	0	0	0
gene-SAOUHSC_02070	CP000253.1	1957378	1958070	-	693	SAOUHSC_02070	0	0	0	0	0	0
gene-SAOUHSC_02071	CP000253.1	1958083	1958583	-	501	SAOUHSC_02071	0	0	0	0	0	0
gene-SAOUHSC_02072	CP000253.1	1958667	1959446	-	780	SAOUHSC_02072	0	0	0	0	0	0
gene-SAOUHSC_02073	CP000253.1	1959447	1959983	-	537	SAOUHSC_02073	0	0	0	0	0	0
gene-SAOUHSC_02074	CP000253.1	1959996	1960316	-	321	SAOUHSC_02074	0	0	0	0	0	0
gene-SAOUHSC_02075	CP000253.1	1960237	1960566	-	330	SAOUHSC_02075	0	0	0	0	0	0
gene-SAOUHSC_02076	CP000253.1	1960656	1960817	-	162	SAOUHSC_02076	0	0	0	0	0	0
gene-SAOUHSC_02077	CP000253.1	1960810	1961094	-	285	SAOUHSC_02077	0	0	0	0	0	0
gene-SAOUHSC_02078	CP000253.1	1961045	1961494	-	450	SAOUHSC_02078	0	0	0	0	0	0
gene-SAOUHSC_02079	CP000253.1	1961536	1961760	-	225	SAOUHSC_02079	0	0	0	0	0	0
gene-SAOUHSC_02080	CP000253.1	1961761	1962552	-	792	SAOUHSC_02080	0	0	0	0	0	0
gene-SAOUHSC_02081	CP000253.1	1962709	1963017	-	309	SAOUHSC_02081	0	0	0	0	0	0
gene-SAOUHSC_02083	CP000253.1	1963032	1963250	-	219	SAOUHSC_02083	0	0	0	0	0	0
gene-SAOUHSC_02084	CP000253.1	1963392	1964111	+	720	SAOUHSC_02084	0	0	0	0	0	0
gene-SAOUHSC_02085	CP000253.1	1964181	1964348	+	168	SAOUHSC_02085	0	0	0	0	0	0
gene-SAOUHSC_02086	CP000253.1	1964508	1964693	+	186	SAOUHSC_02086	0	0	0	0	0	0
gene-SAOUHSC_02087	CP000253.1	1964729	1965634	+	906	SAOUHSC_02087	0	0	0	0	0	0
gene-SAOUHSC_02088	CP000253.1	1965571	1965771	-	201	SAOUHSC_02088	0	0	0	0	0	0
gene-SAOUHSC_02089	CP000253.1	1965883	1966929	+	1047	SAOUHSC_02089	0	0	0	0	0	0
gene-SAOUHSC_02090	CP000253.1	1966974	1968119	+	1146	SAOUHSC_02090	4849	3588	4425	3363	4058	440
gene-SAOUHSC_02091	CP000253.1	1968379	1968909	-	531	SAOUHSC_02091	4610	3358	3905	7257	12253	1889
gene-SAOUHSC_02092	CP000253.1	1968999	1970255	-	1257	SAOUHSC_02092	6114	4331	5008	10089	13462	1879
gene-SAOUHSC_02093	CP000253.1	1970258	1970458	-	201	SAOUHSC_02093	446	225	470	677	1358	72
gene-SAOUHSC_02095	CP000253.1	1970605	1971069	+	465	SAOUHSC_02095	9207	9128	7118	38680	76889	15985
gene-SAOUHSC_02096	CP000253.1	1971076	1971351	+	276	SAOUHSC_02096	7755	6832	6044	27392	27621	3622
gene-SAOUHSC_02097	CP000253.1	1971629	1972846	+	1218	SAOUHSC_02097	5850	5075	4497	22624	22024	2843
gene-SAOUHSC_02098	CP000253.1	1972962	1973591	-	630	SAOUHSC_02098	15889	12540	14909	3853	4946	620
gene-SAOUHSC_02099	CP000253.1	1973581	1974624	-	1044	SAOUHSC_02099	19157	14243	19215	4938	5969	385
gene-SAOUHSC_02100	CP000253.1	1974621	1975322	-	702	SAOUHSC_02100	4443	3480	3993	1662	2095	130
gene-SAOUHSC_02101	CP000253.1	1975337	1975723	-	387	SAOUHSC_02101	1487	1208	1807	730	1832	24
gene-SAOUHSC_02102	CP000253.1	1975940	1976698	-	759	SAOUHSC_02102	3256	2172	2383	3625	2998	534
gene-SAOUHSC_A02013	CP000253.1	1976772	1976960	-	189	SAOUHSC_A02013	214	170	146	426	378	412
gene-SAOUHSC_02103	CP000253.1	1977226	1978212	+	987	SAOUHSC_02103	804	481	685	689	618	40
gene-SAOUHSC_02104	CP000253.1	1978643	1979056	-	414	SAOUHSC_02104	102	48	92	75	105	13
gene-SAOUHSC_02105	CP000253.1	1979085	1979195	-	111	SAOUHSC_02105	108	84	77	34	12	4
gene-SAOUHSC_02106	CP000253.1	1979281	1980012	-	732	SAOUHSC_02106	8094	5678	8744	3000	2914	405
gene-SAOUHSC_02107	CP000253.1	1980014	1981327	-	1314	SAOUHSC_02107	10817	8550	11253	5294	4952	865
gene-SAOUHSC_02108	CP000253.1	1981619	1982119	+	501	SAOUHSC_02108	40136	29922	32991	24861	19106	1111
gene-SAOUHSC_02109	CP000253.1	1982201	1982293	-	93	SAOUHSC_02109	1336	1186	1128	336	184	5
gene-SAOUHSC_02110	CP000253.1	1982508	1983062	+	555	SAOUHSC_02110	6834	6253	5014	2469	1805	114
gene-SAOUHSC_02111	CP000253.1	1983130	1984170	-	1041	SAOUHSC_02111	3584	3907	2723	1892	1517	425
gene-SAOUHSC_02112	CP000253.1	1984447	1984977	-	531	SAOUHSC_02112	3362	2972	3485	1997	2194	235
gene-SAOUHSC_02113	CP000253.1	1985147	1986508	-	1362	SAOUHSC_02113	5617	5399	4611	3047	3327	337
gene-SAOUHSC_02114	CP000253.1	1986589	1987536	-	948	SAOUHSC_02114	14891	9891	12018	5516	5139	979
gene-SAOUHSC_02115	CP000253.1	1988119	1988265	-	147	SAOUHSC_02115	7	8	9	2	2	0
gene-SAOUHSC_02116	CP000253.1	1988305	1989732	-	1428	SAOUHSC_02116	16881	12837	13360	20446	26003	6094
gene-SAOUHSC_02117	CP000253.1	1989745	1991202	-	1458	SAOUHSC_02117	7138	5495	5087	9514	8922	2270
gene-SAOUHSC_02118	CP000253.1	1991204	1991506	-	303	SAOUHSC_02118	722	578	462	1103	1574	103
gene-SAOUHSC_02119	CP000253.1	1991873	1993411	+	1539	SAOUHSC_02119	5507	4613	4494	8472	10275	2932
gene-SAOUHSC_02121	CP000253.1	1993500	1994699	-	1200	SAOUHSC_02121	7098	4946	5411	8350	10788	1582
gene-SAOUHSC_02122	CP000253.1	1994712	1996715	-	2004	SAOUHSC_02122	7347	5210	5666	7582	9609	1559
gene-SAOUHSC_02123	CP000253.1	1996719	1998911	-	2193	SAOUHSC_02123	5818	4147	4217	5601	6748	1675
gene-SAOUHSC_02124	CP000253.1	1998908	1999600	-	693	SAOUHSC_02124	1097	815	759	1422	1643	170
gene-SAOUHSC_02125	CP000253.1	1999772	2000074	-	303	SAOUHSC_02125	2423	1521	1642	2446	1694	273
